accommodates,bathrooms,bedrooms,guests_included,host_listings_count,latitude,longitude,minimum_nights,number_of_reviews,distance_centre,instant_bookable,entire_home,private_room,shared_room,price
4,2.0,1.0,2,1.0,52.3893682282,4.9284504099,2,19,2.270175912904988,1,1,0,0,90.0
2,1.0,1.0,1,43.0,52.3547197279,4.8878273845,2,17,2.8308459164504,0,1,0,0,125.0
6,1.0,3.0,2,1.0,52.3422025902,4.8486769427,1,4,5.362497012013888,0,1,0,0,360.0
2,1.0,1.0,1,1.0,52.3853907279,4.8713159244,3,0,2.0277422457764067,0,1,0,0,150.0
4,1.0,2.0,1,2.0,52.3758911064,4.8595290241,1,6,2.731524848279214,0,1,0,0,140.0
4,1.0,2.0,2,1.0,52.3498986811,4.8480131326,2,2,4.771565131247476,0,1,0,0,95.0
5,1.0,3.0,2,1.0,52.3559165062,4.8772334994,2,19,2.992775948645681,0,1,0,0,299.0
3,1.0,1.0,2,4.0,52.3831184413,4.8937488188,3,16,0.5824329712395566,1,0,1,0,99.0
2,1.0,1.0,1,1.0,52.3672030223,4.8921322373,3,1,1.4210103279696444,0,1,0,0,96.0
3,1.0,2.0,1,1.0,52.3712491076,4.8588957253,2,9,2.888014772585171,0,1,0,0,120.0
2,1.0,1.0,1,1.0,52.3642600913,4.9358366371,1,13,2.975393997879276,0,1,0,0,100.0
4,1.0,1.0,2,1.0,52.3836241764,4.8587535374,2,24,2.8028664280521944,0,1,0,0,90.0
2,1.0,1.0,1,1.0,52.3595753515,4.8943769697,5,4,2.2063794399106422,0,0,1,0,100.0
2,1.0,1.0,1,1.0,52.3631855521,4.9333776936,1,1,2.9098544131714097,0,1,0,0,95.0
2,1.0,0.0,1,1.0,52.3830306285,4.8709904184,2,71,1.97583614080834,0,1,0,0,100.0
12,1.0,2.0,4,5.0,52.3938072172,4.9086704079,2,153,1.7411279718136208,0,1,0,0,225.0
3,1.0,1.0,2,1.0,52.3718099343,4.9180396675,2,12,1.505352986769274,1,1,0,0,100.0
2,0.5,1.0,1,1.0,52.3452716203,4.9018774892,2,40,3.7727273138024144,0,1,0,0,80.0
4,1.0,2.0,1,1.0,52.3605848229,4.9369444805,2,2,3.279079163347197,1,1,0,0,200.0
5,1.0,2.0,1,1.0,52.3617378748,4.9040162326,4,3,1.9640531151090983,0,1,0,0,164.0
4,2.0,2.0,1,1.0,52.3538166326,4.865704063,4,0,3.631373526618253,0,1,0,0,189.0
6,1.0,3.0,1,2.0,52.3603511524,4.8541406723,3,8,3.7181786817149503,0,1,0,0,180.0
2,1.0,1.0,1,1.0,52.3691043411,4.9241322891,3,2,2.015972535089865,0,1,0,0,87.0
2,1.0,1.0,1,1.0,52.3751123625,4.8747832727,2,17,1.7323242418510274,0,1,0,0,109.0
4,1.0,1.0,2,16.0,52.3641268925,4.8603062542,1,15,3.138100877057443,0,1,0,0,115.0
4,1.0,2.0,2,1.0,52.3547772315,4.9055200819,2,2,2.744043342464643,0,1,0,0,245.0
2,1.5,1.0,1,1.0,52.3561206638,4.8879493179,3,18,2.6792378321478423,0,1,0,0,165.0
4,1.0,1.0,2,1.0,52.363585178,4.866995945,3,29,2.801664424229122,0,1,0,0,150.0
3,1.5,2.0,1,1.0,52.3486432195,4.8027239473000005,4,2,7.3882485238571824,0,1,0,0,58.0
2,1.0,1.0,1,1.0,52.3492848987,4.8903734469,2,6,3.379457266886698,0,1,0,0,150.0
2,1.0,1.0,1,1.0,52.3663707474,4.8724379548000005,1,3,2.320074499802039,0,1,0,0,95.0
4,1.0,2.0,1,2.0,52.3687302858,4.8743323558,3,18,2.0615865206400663,0,1,0,0,200.0
3,1.5,1.0,2,5.0,52.3631202975,4.9857234574,1,0,6.120913774075834,0,0,1,0,95.0
3,1.0,2.0,2,1.0,52.3697542298,4.8694822557,2,28,2.2863348799866814,0,1,0,0,141.0
4,1.0,2.0,2,1.0,52.3451404899,4.8920809015,2,4,3.8163790980772103,0,1,0,0,90.0
2,1.0,1.0,1,1.0,52.3887729585,4.8801610351,1,7,1.6859949633398146,0,0,1,0,70.0
4,1.0,2.0,2,9.0,52.3642731376,4.9003604702,7,12,1.6587260427848427,0,0,1,0,120.0
2,1.0,1.0,1,1.0,52.368681734,4.8737188078,2,0,2.099094592883084,0,1,0,0,99.0
4,1.5,2.0,2,1.0,52.3781872659,4.8815684269,2,27,1.2168136647787722,0,1,0,0,175.0
5,1.0,3.0,1,1.0,52.3474773994,5.0086207756,7,0,8.204797970061337,0,1,0,0,189.0
2,1.0,0.0,1,1.0,52.3505130299,4.85497218,3,33,4.388135956332595,0,1,0,0,119.0
2,1.0,1.0,2,1.0,52.3920841105,4.9347128519000005,1,106,2.7892171472815983,0,1,0,0,106.0
2,1.0,0.0,1,1.0,52.3629016323,4.9075088507,1,3,1.8910932634958453,0,1,0,0,100.0
4,1.0,1.0,3,1.0,52.3622644207,4.859479834,1,14,3.2991617582698183,0,0,1,0,80.0
4,1.5,2.0,1,1.0,52.3627466328,4.8726232989,2,1,2.578106337798496,0,1,0,0,300.0
4,1.0,2.0,1,1.0,52.3194312741,4.9782613614,1,11,8.528238914158031,0,1,0,0,74.0
2,1.0,0.0,1,1.0,52.3745266358,4.8569239663,1,3,2.929767663420986,0,1,0,0,120.0
4,1.5,2.0,2,1.0,52.3625417391,4.9449605247,2,14,3.600621270928548,0,1,0,0,129.0
2,1.0,1.0,1,1.0,52.373400352,4.8476689028,2,0,3.5699153829485404,0,1,0,0,75.0
5,1.0,2.0,3,1.0,52.3710014123,4.9295738221,4,6,2.238186767534319,0,1,0,0,180.0
2,1.0,1.0,1,1.0,52.3715270319,4.8978092384,3,43,0.8585159698427054,1,1,0,0,200.0
2,1.0,0.0,1,3.0,52.3700384031,4.8800554427,1,3,1.6618746328502876,0,1,0,0,255.0
2,1.0,1.0,4,1.0,52.3977335414,4.9148191747,3,10,2.309958946533791,0,0,1,0,70.0
4,1.0,2.0,1,1.0,52.3630369035,4.906438521,4,6,1.8568037452882655,0,1,0,0,99.0
2,1.0,1.0,1,1.0,52.3644270902,4.9278023246,4,3,2.5290540908905004,0,1,0,0,95.0
2,1.0,1.0,1,1.0,52.3690985491,4.9183412936,5,8,1.7038753871648484,0,1,0,0,120.0
4,1.0,1.0,3,1.0,52.3631357146,4.8638904533,4,43,2.999466808997202,1,1,0,0,160.0
4,1.0,1.0,2,1.0,52.3629446829,4.8636348413,5,50,3.026045906466815,0,1,0,0,189.0
2,1.0,1.0,1,1.0,52.3662619247,4.8746280148,3,34,2.2125143520772617,0,0,1,0,150.0
4,2.0,3.0,2,1.0,52.3739743051,4.9395524488,2,7,2.7827803048840143,0,1,0,0,165.0
3,1.0,1.0,2,1.0,52.3965228687,4.9952341163,3,1,6.776983932565281,0,1,0,0,130.0
2,1.5,1.0,1,1.0,52.3616356378,4.8658326177,3,7,3.000233360815213,0,1,0,0,100.0
4,1.0,2.0,1,1.0,52.3764592266,4.8479317924,2,25,3.5066722524089387,0,1,0,0,120.0
2,1.0,0.0,1,1.0,52.3930480236,4.9245155669,2,87,2.2948611450968017,1,1,0,0,65.0
2,1.0,0.0,1,1.0,52.3577487279,4.9124869651,2,8,2.541909347419624,0,1,0,0,80.0
2,1.0,1.0,1,2.0,52.3776886569,4.8574307356,2,28,2.8539862595339653,1,0,1,0,49.0
4,0.5,2.0,2,1.0,52.3565576485,4.8881057832,2,47,2.6296909257810914,0,1,0,0,110.0
2,1.0,1.0,1,2.0,52.3783457204,4.8906513036,2,282,0.6028985864485863,0,0,1,0,99.0
4,1.0,3.0,4,1.0,52.3746202623,4.8686746002,2,20,2.147332525491563,0,1,0,0,185.0
3,1.0,3.0,4,2.0,52.3609756348,4.9279440939,3,1,2.799817349161951,0,1,0,0,165.0
2,1.0,1.0,1,1.0,52.3639894862,4.9294511531000005,4,6,2.645984442758613,0,1,0,0,89.0
5,1.0,2.0,2,1.0,52.3641304916,4.9269430067,1,2,2.5068533687069188,0,1,0,0,125.0
2,1.0,1.0,1,1.0,52.3652250403,4.8619613215,2,6,2.978317062605478,0,1,0,0,100.0
1,1.0,1.0,1,11.0,52.3717521891,4.8653397023,28,4,2.4559753769504504,0,0,1,0,25.0
3,1.0,1.0,2,1.0,52.3891522964,4.8894070167,2,0,1.2992641177337378,0,1,0,0,225.0
4,2.0,3.0,4,1.0,52.3713386065,4.9441655551,4,0,3.1577090787703783,0,1,0,0,150.0
3,1.0,2.0,3,2.0,52.3590574279,4.876319635,4,1,2.731971598799246,0,1,0,0,250.0
4,1.5,2.0,1,1.0,52.3543500373,4.9910523309,3,2,6.802045866600833,0,1,0,0,220.0
2,1.0,1.0,2,1.0,52.367632133,4.9458658063000005,2,12,3.402006641953456,0,1,0,0,317.0
2,1.0,1.0,1,1.0,52.3466863821,4.898475603,4,2,3.6124389268741344,0,1,0,0,119.0
2,1.5,1.0,1,1.0,52.3689069863,4.8747373912,1,2,2.0278183394071903,0,0,1,0,95.0
1,1.0,1.0,1,1.0,52.323836059,4.9627450994,1,16,7.503674162790618,0,0,1,0,30.0
2,1.0,1.0,1,1.0,52.3586231502,4.9227464245,3,2,2.779489073025703,1,1,0,0,84.0
2,1.0,1.0,1,1.0,52.3617961896,4.8812232278,2,4,2.2938478016736106,0,1,0,0,225.0
2,1.0,1.0,1,1.0,52.3569383456,4.8874931371,12,25,2.6019004978146247,0,1,0,0,95.0
3,1.0,1.0,2,1.0,52.3603012986,4.9270709297,2,3,2.814652990377545,0,1,0,0,150.0
2,1.0,1.0,1,1.0,52.3670028982,4.9255597132,1,5,2.2307331552076484,0,0,1,0,55.0
4,1.0,2.0,2,1.0,52.3629751469,4.8672066969,2,34,2.833081264960003,0,1,0,0,232.0
4,1.0,2.0,1,1.0,52.3682106154,4.9416710804,4,5,3.11456306026183,0,1,0,0,95.0
2,1.0,1.0,2,1.0,52.3701375126,4.8928407735,5,50,1.1007355848002458,0,1,0,0,200.0
4,1.5,2.0,2,3.0,52.3735909663,4.8772012369,2,0,1.63130841024503,0,1,0,0,179.0
2,1.5,1.0,2,22.0,52.3825563792,4.8897209577,7,21,0.7575260968478079,0,1,0,0,100.0
2,1.0,1.0,1,6.0,52.3771988253,4.8744710335,3,31,1.707565558375031,0,0,1,0,89.0
2,1.5,1.0,2,3.0,52.3668513289,4.8821419779,3,11,1.8043094373283324,0,0,1,0,250.0
2,1.0,1.0,1,13.0,52.3426767154,4.8438952484,2,1,5.537738755760952,0,0,1,0,85.0
2,1.0,1.0,1,2.0,52.3610825309,4.9357373248,2,0,3.180635530798191,0,0,1,0,60.0
2,1.0,1.0,1,1.0,52.3652647728,4.8680719514,3,55,2.6307297173885367,0,0,1,0,120.0
2,1.0,1.0,1,1.0,52.365708201,4.9071936453,2,6,1.5879342476192724,0,1,0,0,140.0
2,1.0,1.0,1,1.0,52.3614863244,4.8758535449,2,17,2.535529564161528,0,0,1,0,120.0
2,1.0,1.0,1,2.0,52.3734297389,4.8997274705,1,0,0.6403144826342616,0,0,1,0,75.0
4,1.0,2.0,1,2.0,52.3704216312,4.8921056306,3,19,1.093701179580794,0,1,0,0,180.0
3,1.0,1.0,2,1.0,52.368998828,4.9387138598,3,2,2.8956379443532416,0,1,0,0,110.0
3,1.0,1.0,2,1.0,52.3684570569,4.934156886,5,26,2.640552296186063,0,1,0,0,75.0
1,1.0,1.0,1,1.0,52.3261099262,4.8817288088,3,1,6.019554199565197,1,0,1,0,50.0
4,1.0,1.0,2,1.0,52.3707767772,4.8568504502,2,23,3.0361931110580618,0,1,0,0,200.0
2,1.0,1.0,1,1.0,52.3680494067,4.8558596751,3,56,3.204739366800281,0,0,1,0,68.0
2,1.0,1.0,1,1.0,52.3575868164,4.912887775,1,4,2.5683239183211657,0,1,0,0,159.0
4,1.0,1.0,2,2.0,52.3645651995,4.8639064661,3,21,2.906862652099856,1,1,0,0,129.0
5,2.5,3.0,1,1.0,52.3597395572,4.7956513431,4,0,7.365621721146845,1,1,0,0,140.0
2,1.0,1.0,1,3.0,52.3658467312,4.87773086,2,7,2.0894428332399992,0,0,1,0,70.0
2,1.0,1.0,1,1.0,52.3617348494,4.8653062753,2,0,3.020362138597274,0,1,0,0,80.0
2,1.5,1.0,1,3.0,52.3281581167,4.8853816534,1,0,5.7504287673147285,0,0,1,0,49.0
4,2.0,2.0,1,1.0,52.3611561991,4.8752948169,6,0,2.58792034954159,0,1,0,0,300.0
2,1.0,1.0,1,2.0,52.3761657081,4.8921167859,3,0,0.5992150877967892,0,0,1,0,168.0
2,1.0,1.0,1,2.0,52.3537601089,4.9312668185,2,3,3.55689247628185,0,0,1,0,80.0
2,1.0,1.0,2,1.0,52.3624527788,4.8665376498,2,1,2.9050822868232173,0,1,0,0,123.0
2,1.0,1.0,1,1.0,52.3742239011,4.8765534909,2,4,1.6471294957588347,0,1,0,0,200.0
4,1.0,2.0,2,24.0,52.3454898193,4.8591054261,3,2,4.638122354690352,0,1,0,0,95.0
4,1.0,2.0,2,1.0,52.3597940161,4.849913136,2,3,3.9916325271477673,0,1,0,0,150.0
2,1.0,1.0,1,1.0,52.3648927109,4.9356698876,4,19,2.927253686974243,0,1,0,0,80.0
2,1.0,1.0,1,1.0,52.3840326761,4.8484104209000005,1,17,3.5023691072873078,1,0,1,0,62.0
4,1.0,2.0,3,2.0,52.3925698501,4.9137882412,2,29,1.777424872500949,0,1,0,0,115.0
2,1.0,1.0,1,1.0,52.3787042186,4.8909507283,3,5,0.5777744661621639,0,1,0,0,125.0
2,1.0,1.0,1,1.0,52.3491702272,4.8483669291,21,0,4.8098437688214055,0,1,0,0,65.0
4,1.5,1.0,2,1.0,52.3714916636,4.9049238146,2,16,0.9330111189455034,0,1,0,0,225.0
3,1.0,2.0,2,1.0,52.36845328,4.8604753618,2,0,2.899646222601849,0,1,0,0,209.0
2,1.0,0.0,1,1.0,52.3707325248,4.9286076588,7,13,2.191117842831749,0,1,0,0,80.0
2,1.5,1.0,1,1.0,52.3674472294,4.9109732404,2,0,1.5217453590574377,0,1,0,0,150.0
4,2.0,1.0,2,1.0,52.3735385061,4.8735663982,4,28,1.8635916399280803,0,1,0,0,149.0
7,2.0,3.0,1,1.0,52.3646125291,4.9265657733,10,0,2.4521381821917383,0,1,0,0,279.0
2,1.5,1.0,1,3.0,52.3545297899,4.9107451421,1,13,2.84576501459145,0,0,1,0,99.0
2,1.0,1.0,2,1.0,52.3706168626,4.9297447272,2,18,2.2664194826855417,0,1,0,0,130.0
2,1.0,1.0,1,2.0,52.3806966183,4.8893452194,1,59,0.7043656242536996,1,0,1,0,99.0
4,1.5,2.0,2,47.0,52.3435725777,4.896284702,2,9,3.963633925194303,1,1,0,0,99.0
2,1.0,0.0,2,1.0,52.3620847992,4.874506349,1,28,2.544096086126518,0,1,0,0,97.0
6,1.0,3.0,4,1.0,52.3180616359,4.9433856592000005,1,40,7.419191759061535,0,1,0,0,105.0
3,1.0,1.0,2,1.0,52.3669154394,4.9392098106,3,24,3.0238162133050785,0,1,0,0,90.0
2,1.5,1.0,1,1.0,52.3621292624,4.851974216,1,5,3.73646909993099,0,1,0,0,48.0
4,2.0,2.0,1,1.0,52.3596518428,4.8891345652,5,0,2.2806998551665303,1,1,0,0,285.0
4,1.5,3.0,1,1.0,52.3840997535,4.884714897,7,0,1.1376318581362963,1,1,0,0,250.0
3,1.0,0.0,2,1.0,52.3687438221,4.8818356247,2,24,1.6650003230220012,1,0,1,0,80.0
2,1.0,0.0,1,1.0,52.3616294538,4.8882467872,2,115,2.0936602869563896,1,1,0,0,130.0
2,1.0,1.0,2,1.0,52.3374171091,4.8958123711,1,14,4.648397974588303,1,0,1,0,70.0
3,1.0,1.0,1,1.0,52.3725701434,4.8464818015,1,483,3.6665783724315,1,0,1,0,59.0
2,1.0,1.0,2,1.0,52.3634114944,4.863583531,2,18,2.9982030138366325,0,1,0,0,120.0
4,1.0,2.0,3,1.0,52.3710556469,4.8601422131,4,16,2.8144499183071288,0,1,0,0,109.0
4,1.5,2.0,1,1.0,52.3539848658,4.9086653904,3,4,2.870045692361272,0,1,0,0,150.0
2,1.0,1.0,1,1.0,52.3677415236,4.8666308597,2,1,2.563212261728456,0,1,0,0,100.0
3,1.0,1.0,2,1.0,52.3478652803,4.861442827,1,13,4.331452834047231,0,1,0,0,80.0
2,1.0,0.0,1,1.0,52.3824647563,4.8745167086,5,15,1.7287438773002004,0,1,0,0,115.0
4,1.0,2.0,1,1.0,52.3901420319,4.8883926699,2,11,1.4289861886119222,0,1,0,0,280.0
2,1.0,1.0,1,1.0,52.3672953081,4.8548491607,2,12,3.300758592736216,0,1,0,0,120.0
4,1.0,1.0,1,1.0,52.3298279334,4.885580732,1,2,5.565222953875949,1,1,0,0,97.0
2,1.0,1.0,1,2.0,52.3480073712,4.8690593188,3,4,4.031657659397277,0,0,1,0,85.0
2,1.0,1.0,2,2.0,52.3548906923,4.8103815496,1,7,6.618154070441417,0,0,1,0,41.0
2,1.0,1.0,1,1.0,52.345271224,4.8636982554,5,0,4.481751167658266,0,1,0,0,125.0
2,1.0,1.0,1,1.0,52.3710144546,4.8697094494,2,4,2.2115098670005584,0,1,0,0,120.0
2,1.0,1.0,1,28.0,52.3714691739,4.8521687028,2,0,3.3190716447002893,1,1,0,0,79.0
2,1.0,1.0,1,1.0,52.3764261362,4.8718615801,6,37,1.8952479498218,1,0,1,0,75.0
4,1.5,2.0,2,2.0,52.3845014937,4.8880801212,2,10,0.9702129891757306,0,1,0,0,120.0
6,2.0,2.0,4,27.0,52.3781201962,4.8787439930000005,2,17,1.4083254107059082,1,1,0,0,275.0
4,1.0,2.0,2,2.0,52.3724796908,4.8537751886,1,1,3.1857441851391117,0,1,0,0,159.0
2,1.0,1.0,1,1.0,52.3622772931,4.8954790117,2,6,1.8983469244578504,0,0,1,0,150.0
4,1.0,1.0,2,1.0,52.3775347439,4.8902774075,3,33,0.6475802062843473,1,1,0,0,150.0
2,1.5,1.0,1,1.0,52.3554714212,4.8132762834000005,2,6,6.412499482282081,1,1,0,0,78.0
4,1.0,2.0,2,1.0,52.3895270227,4.8866595974,2,75,1.4387995192216112,0,1,0,0,130.0
2,1.0,1.0,1,1.0,52.3483747,4.8480615803,5,0,4.886353571384146,1,1,0,0,140.0
2,1.0,0.0,1,1.0,52.3770161195,4.8459170732,3,29,3.6381972576140704,0,1,0,0,80.0
2,1.0,1.0,1,1.0,52.3738083399,4.8814079613,1,0,1.361031255295433,1,0,1,0,180.0
4,1.5,2.0,2,1.0,52.3601757205,4.9132214955,3,2,2.310763651499904,0,1,0,0,120.0
3,1.0,1.0,1,1.0,52.3623193961,4.8655090459,3,10,2.9683728089932773,0,1,0,0,90.0
4,1.0,1.0,2,1.0,52.3740477092,4.8772687991,2,44,1.6083435238049153,0,1,0,0,99.0
3,1.0,2.0,2,1.0,52.3811449727,4.818914694,1,21,5.465979470619189,0,1,0,0,95.0
2,1.0,1.0,2,2.0,52.4228269858,4.892090239,1,29,4.874750692080136,0,0,1,0,70.0
2,1.5,1.0,1,15.0,52.3735471429,4.8983661411,1,24,0.6311000348694538,0,0,1,0,120.0
2,1.0,1.0,1,1.0,52.373348832,4.8642331429,2,6,2.474409192616452,0,1,0,0,109.0
4,1.0,2.0,2,1.0,52.4107926471,4.9612135643,3,43,5.4667754929322205,0,0,1,0,90.0
4,1.0,0.0,2,2.0,52.3787066453,4.8709913927,7,98,1.929939444030436,0,1,0,0,150.0
2,1.0,0.0,1,1.0,52.3898812781,4.8914151435,2,0,1.306662447582727,0,1,0,0,129.0
4,1.0,2.0,1,1.0,52.3604630603,4.9941351986,1,0,6.754120217152519,0,1,0,0,150.0
2,1.0,1.0,1,3.0,52.357776838,4.8598773534,5,44,3.586668653225374,0,1,0,0,90.0
4,2.0,2.0,2,1.0,52.4068775477,4.9052880358,3,31,3.102422559708129,0,1,0,0,75.0
2,1.0,1.0,1,1.0,52.3566301657,4.8952796653,1,10,2.5226282042170856,0,1,0,0,120.0
2,1.0,1.0,1,1.0,52.3515104566,5.0019113973,1,2,7.603737726511263,0,0,1,0,70.0
2,1.0,1.0,1,1.0,52.3437333976,4.8650553291000005,3,8,4.578817483177687,1,1,0,0,75.0
4,1.0,2.0,2,1.0,52.3783358628,4.8489213678,2,35,3.427636253405406,0,1,0,0,100.0
2,1.0,1.0,1,1.0,52.3876467586,4.8792921577,3,1,1.658084660613318,0,1,0,0,95.0
4,1.0,2.0,1,1.0,52.3551142481,4.9001587555,2,6,2.6757652240985745,0,1,0,0,230.0
5,1.0,3.0,4,1.0,52.3915076695,4.9070975787,7,3,1.4643459706165418,0,1,0,0,150.0
2,1.0,1.0,1,1.0,52.373982404,4.8629604538,2,144,2.5408564163260485,0,0,1,0,76.0
4,2.0,3.0,3,1.0,52.355826042,4.881684903,2,61,2.8618535179085014,0,1,0,0,320.0
3,1.0,1.0,2,1.0,52.3561830568,4.902686452,2,7,2.5660629076246964,1,1,0,0,105.0
2,1.0,1.0,1,2.0,52.3663342111,4.8760724047,3,6,2.1335435140948307,0,0,1,0,84.0
1,1.0,1.0,1,2.0,52.3745626915,4.8636407968,3,0,2.4817667628653384,1,0,1,0,75.0
1,1.0,1.0,1,1.0,52.3523753503,4.8531742261,1,8,4.327841205780042,0,0,1,0,50.0
5,2.0,4.0,5,2.0,52.3558310049,5.0012590808,2,0,7.380754357591054,0,1,0,0,285.0
4,1.5,1.0,2,2.0,52.3540589519,4.8667137948,3,28,3.567468236725269,0,1,0,0,140.0
2,1.0,2.0,2,1.0,52.3659785877,4.8533830886,4,2,3.451819021721607,0,1,0,0,150.0
4,1.0,2.0,4,1.0,52.4044034479,4.9201240369,3,12,3.1337230180611986,0,1,0,0,150.0
2,1.0,1.0,1,1.0,52.3530416315,4.9033867109,2,15,2.9180005160824334,0,1,0,0,105.0
5,1.5,4.0,1,1.0,52.3562968676,4.9896620827,5,2,6.629831503472994,0,1,0,0,225.0
2,1.0,1.0,1,1.0,52.366962023,4.9341422405,3,14,2.718802661072984,0,1,0,0,98.0
4,1.5,2.0,2,1.0,52.367245106,4.8373565476,2,13,4.415556566121073,0,1,0,0,125.0
2,2.0,1.0,1,1.0,52.353329836,4.8397742248,3,3,4.964235386793312,0,0,1,0,60.0
4,1.5,2.0,2,1.0,52.3563878198,4.9020299118,3,5,2.539912644776269,0,1,0,0,120.0
2,1.5,1.0,1,3.0,52.3529324044,4.907024532,1,49,2.9629130868501337,0,0,1,0,62.0
6,1.0,4.0,5,2.0,52.3546100629,4.8754784386,4,8,3.178313054668885,0,1,0,0,418.0
2,1.0,1.0,1,1.0,52.3765976661,4.8450385184,2,3,3.701010558854112,0,1,0,0,100.0
16,2.0,10.0,16,2.0,52.3686858626,4.918737993,2,54,1.7544042769426975,0,1,0,0,300.0
2,1.0,1.0,1,1.0,52.3749641616,4.874447524,4,16,1.7586455888292287,0,1,0,0,140.0
4,1.0,1.0,2,1.0,52.3522831023,4.8967902417,2,4,2.995285604626768,0,1,0,0,120.0
4,1.0,3.0,1,1.0,52.351185398,4.8538674423,3,1,4.386673842249087,0,1,0,0,250.0
2,1.0,1.0,1,1.0,52.3644036867,4.9273011613,3,14,2.5049777470187875,0,1,0,0,99.0
2,1.0,1.0,1,1.0,52.3477132842,4.8466425949000005,2,0,5.006593534116242,0,1,0,0,75.0
4,1.0,3.0,1,1.0,52.3656458078,4.8600478273,2,20,3.0666396131195417,0,1,0,0,200.0
3,1.0,1.0,2,1.0,52.3783392444,4.8944098181,4,24,0.3534594556172641,0,1,0,0,169.0
6,1.0,3.0,1,1.0,52.354788676,4.9947096792,3,1,7.010554148979059,0,1,0,0,125.0
4,2.0,2.0,1,1.0,52.3752511414,4.8579268535,4,1,2.849338352823801,0,1,0,0,69.0
3,1.0,1.0,1,1.0,52.3491306792,4.8472034866,2,0,4.870041574578044,0,1,0,0,90.0
2,1.0,1.0,1,1.0,52.3745552559,4.8979036415,2,1,0.5252463633848152,0,1,0,0,155.0
5,2.0,3.0,1,1.0,52.3479984396,5.009528648,5,6,8.235901563224717,0,1,0,0,137.0
2,1.0,0.0,1,5.0,52.375709755,4.8787792867,1,14,1.4533241959841707,1,1,0,0,109.0
4,1.0,3.0,1,1.0,52.3602114099,4.8525778713,4,10,3.8148459392067218,0,1,0,0,96.0
3,1.0,1.0,3,1.0,52.3706942525,4.8661999095,2,5,2.4440840106148065,0,1,0,0,133.0
